,TA2ID,English,3D,label,Def
2061,1964.0,Metatarsophalangeal joints, x, x, x
2062,1965.0,Collateral metatarsophalangeal ligaments, x,, x
2063,1966.0,Plantar metatarsophalangeal ligaments, x,, x
2064,1967.0,Deep transverse metatarsal ligament, x,, x
2065,1968.0,Interphalangeal joints of foot, x, x, x
2066,1969.0,Proximal interphalangeal joints of foot,,,
2067,1970.0,Distal interphalangeal joints of foot,,,
2068,1971.0,Interphalageal joint of great toe,,,
2069,1972.0,Collateral interphalangeal ligaments of foot, x,, x
2070,1973.0,Plantar interphalangeal ligaments, x,, x
2071,1974.0,Muscular system,, x, x
2072,1975.0,Muscles, x, x, x
2073,1976.0,Skeletal muscle,,,
2074,1977.0,Striated cutaneous muscle,,,
2075,1978.0,Striated visceral muscle,,,
2076,1979.0,Fusiform muscle,,,
2077,1980.0,Flat muscle,,,
2078,1981.0,Straight muscle,,,
2079,1982.0,Triangular muscle,,,
2080,1983.0,Quadrate muscle,,,
2081,1984.0,Two-bellied muscle,,,
2082,1985.0,Two-headed muscle,,,
2083,1986.0,Three-headed muscle,,,
2084,1987.0,Four-headed muscle,,,
2085,1988.0,Unipennate muscle,,,
2086,1989.0,Bipennate muscle,,,
2087,1990.0,Multipennate muscle,,,
2088,1991.0,Orbicular muscle,,,
2089,1992.0,Sphincter muscle,,,
2090,1993.0,Dilator muscle,,,
2091,1994.0,Muscle,,,
2092,1995.0,Head of muscle,,,
2093,1996.0,Belly of muscle,,,
2094,1997.0,Attachment,,,
2095,1998.0,Superior attachment,,,
2096,1999.0,Inferior attachment,,,
2097,2000.0,Medial attachment,,,
2098,2001.0,Lateral attachment,,,
2099,2002.0,Proximal attachment,,,
2100,2003.0,Distal attachment,,,
2101,2004.0,Fixed end,,,
2102,2005.0,Mobile end,,,
2103,2006.0,Muscle fascicle,,,
2104,2007.0,Endomysium,,,
2105,2008.0,Perimysium,,,
2106,2009.0,Epimysium,,,
2107,2010.0,Tendon,,,
2108,2011.0,Intermediate tendon,,,
2109,2012.0,Aponeurosis,,,
2110,2013.0,Tendinous arch,,,
2111,2014.0,Muscular trochlea,,,
2112,2015.0,Fasciae, x, x, x
2113,2016.0,Fasciae of muscles,,,
2114,2017.0,Investing fascia,,,
2115,2018.0,Fascia of individual muscle,,,
2116,2019.0,Intermuscular septum,,,
2117,2020.0,Compartment,,,
2118,2021.0,Retinaculum,,,
2119,2022.0,Fasciae of body cavities,,,
2120,2023.0,Parietal fascia,,,
2121,2024.0,Visceral fascia,,,
2122,2025.0,Extraperitoneal fascia,,,
2123,2026.0,Extraperitoneal ligament,,,
2124,2027.0,Synovial bursae, x, x, x
2125,2028.0,Synovial bursa,,,
2126,2029.0,Fibrous layer of synovial bursa,,,
2127,2030.0,Synovial layer of synovial bursa,,,
2128,2031.0,Subcutaneous bursa,,,
2129,2032.0,Submuscular bursa,,,
2130,2033.0,Subfascial bursa,,,
2131,2034.0,Subtendinous bursa,,,
2132,2035.0,Tendon sheaths, x, x, x
2133,2036.0,Fibrous sheath,,,
2134,2037.0,Synovial sheath,,,
2135,2038.0,Vinculum tendinis,,,
2136,2039.0,Cranial part of muscular system, x, x, x
2137,2040.0,Muscles of head, x, x, x
2138,2041.0,Extra-ocular muscles, x, x, x
2139,2042.0,Superior rectus muscle, x,, x
2140,2043.0,Inferior rectus muscle, x,, x
2141,2044.0,Medial rectus muscle, x,, x
2142,2045.0,Lateral rectus muscle, x,, x
2143,2046.0,Check ligament of lateral rectus muscle,,,
2144,2047.0,Common tendinous ring, x,, x
2145,2048.0,Superior oblique muscle, x,, x
2146,2049.0,Trochlea of superior oblique muscle, x,, x
2147,2050.0,Tendon sheath of superior oblique muscle,,, x
2148,2051.0,Inferior oblique muscle, x,, x
2149,2052.0,Levator palpebrae superioris, x,, x
2150,2053.0,Superficial muscles of head, x, x, x
2151,2054.0,Epicranius muscle, x, x, x
2152,2055.0,Occipitofrontalis muscle,,,
2153,2056.0,Frontalis muscle, x,, x
2154,2057.0,Occipitalis muscle, x,, x
2155,2058.0,Temporoparietalis muscle, x,, x
2156,2059.0,Epicranial aponeurosis, x,, x
2157,2060.0,Facial muscles, x, x, x
2158,2061.0,Procerus muscle, x,, x
2159,2062.0,Nasalis muscle, x,, x
2160,2063.0,Transverse part of nasalis,,,
2161,2064.0,Alar part of nasalis muscle,,,
2162,2065.0,Depressor septi nasi, x,, x
2163,2066.0,Orbicularis oculi muscle,,,
2164,2067.0,Palpebral part of orbicularis oculi, x,, x
2165,2068.0,Ciliary bundle of orbicularis oculi,,,
2166,2069.0,Deep palpebral part of orbicularis oculi muscle,,,
2167,2070.0,Orbital part of orbicularis oculi, x,, x
2168,2071.0,Corrugator supercilii, x,, x
2169,2072.0,Depressor supercilii,,,
2170,2073.0,Orbicularis oris muscle, x,, x
2171,2074.0,Marginal part of orbicularis oris muscle,,,
2172,2075.0,Labial part of orbicularis oris muscle,,,
2173,2076.0,Depressor anguli oris, x,, x
2174,2077.0,Transversus menti muscle,,,
2175,2078.0,Risorius muscle, x,, x
2176,2079.0,Zygomaticus major muscle, x,, x
2177,2080.0,Zygomaticus minor muscle, x,, x
2178,2081.0,Levator labii superioris, x,, x
2179,2082.0,Levator nasolabialis, x,, x
2180,2083.0,Depressor labii inferioris, x,, x
2181,2084.0,Levator anguli oris, x,, x
2182,2085.0,Modiolus of angulus oris,,,
2183,2086.0,Bucinator, x,, x
2184,2087.0,Mentalis muscle, x,, x
2185,2088.0,Extrinsic auricular muscles, x, x, x
2186,2089.0,Auricularis anterior muscle,,,
2187,2090.0,Auricularis superior muscle,,,
2188,2091.0,Auricularis posterior muscle,,,
2189,2092.0,Intrinsic auricular muscles, x, x, x
2190,2093.0,Helicis major muscle,,,
2191,2094.0,Helicis minor muscle,,,
2192,2095.0,Tragicus muscle,,,
2193,2096.0,(Muscle of terminal notch),,,
2194,2097.0,Pyramidal muscle of auricle,,,
2195,2098.0,Antitragicus muscle,,,
2196,2099.0,Transverse muscle of auricle,,, x
2197,2100.0,Oblique muscle of auricle,,, x
2198,2101.0,Muscles of auditory ossicles, x, x, x
2199,2102.0,Tensor tympani,,,
2200,2103.0,Stapedius muscle,,, x
2201,2104.0,Masticatory muscles, x, x, x
2202,2105.0,Masseter, x,,
2203,2106.0,Superficial part of masseter, x,, x
2204,2107.0,Deep part of masseter, x,, x
2205,2108.0,Temporalis muscle, x,, x
2206,2109.0,Lateral pterygoid muscle, x,,
2207,2110.0,Superior head of lateral pterygoid muscle, x,, x
2208,2111.0,Inferior head of lateral pterygoid muscle, x,, x
2209,2112.0,(Pterygoideus proprius muscle),,,
2210,2113.0,Medial pterygoid muscle, x,, x
2211,2114.0,Deep head of medial pterygoid muscle,,,
2212,2115.0,Superficial head of medial pterygoid muscle,,,
2213,2116.0,Muscles of tongue, x, x, x
2214,2117.0,Genioglossus muscle, x,, x
2215,2118.0,Hyoglossus muscle, x,, x
2216,2119.0,Chondroglossus muscle,,,
2217,2120.0,Ceratoglossus muscle,,,
2218,2121.0,Styloglossus muscle,,,
2219,2122.0,Superior longitudinal lingual muscle,,,
2220,2123.0,Inferior longitudinal lingual muscle,,,
2221,2124.0,Transversus linguae muscle,,,
2222,2125.0,Verticalis linguae muscle,,,
2223,2126.0,Muscles of soft palate (part of muscular system),,,
2224,2127.0,Palatine aponeurosis,,, x
2225,2128.0,Levator veli palatini,,, x
2226,2129.0,Tensor veli palatini,,,
2227,2130.0,Musculus uvulae,,,
2228,2131.0,Palatoglossus muscle,,, x
2229,2132.0,Palatopharyngeus muscle, x,, x
2230,2133.0,Anterior fascicle of palatopharyngeus muscle,,,
2231,2134.0,Posterior fascicle of palatopharyngeus muscle,,,
2232,2135.0,Fasciae of head, x, x, x
2233,2136.0,Masseteric fascia, x,, x
2234,2137.0,Parotid fascia,,,
2235,2138.0,Temporal fascia,,,
2236,2139.0,Superficial layer of temporal fascia, x,, x
2237,2140.0,Deep layer of temporal fascia,,,
2238,2141.0,Buccal fat pad,,,
2239,2142.0,Juxta-oral organ,,,
2240,2143.0,Bursae of head, x, x, x
2241,2144.0,Bursa of tensor veli palatini,,,
2242,2145.0,Cervical part of muscular system, x, x, x
2243,2146.0,Muscles of neck, x, x, x
2244,2147.0,Platysma, x,, x
2245,2148.0,Longus colli muscle, x,, x
2246,2149.0,Longus capitis muscle, x,, x
2247,2150.0,Rectus anterior capitis muscle, x,,
2248,2151.0,Rectus lateralis capitis muscle, x,,
2249,2152.0,Scalenus anterior muscle, x,, x
2250,2153.0,Scalenus medius muscle, x,, x
2251,2154.0,Scalenus posterior muscle, x,, x
2252,2155.0,(Scalenus minimus muscle),,,
2253,2156.0,Sternocleidomastoid muscle, x,, x
2254,2157.0,Sternal head of sternocleidomastoid muscle,,,
2255,2158.0,Clavicular head of sternocleidomastoid muscle,,,
2256,2159.0,Suprahyoid muscles, x, x, x
2257,2160.0,Digastric muscle, x, x, x
2258,2161.0,Anterior belly of digastric muscle, x,, x
2259,2162.0,Intermediate tendon of digastric muscle, x,, x
2260,2163.0,Posterior belly of digastric muscle, x,, x
2261,2164.0,Stylohyoid muscle, x,, x
2262,2165.0,Mylohyoid muscle, x,, x
2263,2166.0,Geniohyoid muscle, x,, x
2264,2167.0,Infrahyoid muscles, x, x, x
2265,2168.0,Sternohyoid muscle, x,, x
2266,2169.0,Omohyoid muscle, x,, x
2267,2170.0,Superior belly of omohyoid,,,
2268,2171.0,Intermediate tendon of omohyoid,,,
2269,2172.0,Inferior belly of omohyoid muscle,,,
2270,2173.0,Sternothyroid muscle, x,, x
2271,2174.0,Thyrohyoid muscle, x,, x
2272,2175.0,(Levator glandulae thyroideae),,,
2273,2176.0,Pharyngeal muscles, x, x, x
2274,2177.0,Pharyngeal raphe,,,
2275,2178.0,Pterygomandibular raphe,,,
2276,2179.0,Superior pharyngeal constrictor, x,, x
2277,2180.0,Pterygopharyngeal part of superior pharyngeal constrictor,,,
2278,2181.0,Buccopharyngeal part of superior pharyngeal constrictor,,,
2279,2182.0,Mylopharyngeal part of superior pharyngeal constrictor,,,
2280,2183.0,Glossopharyngeal part of superior pharyngeal constrictor,,,
2281,2184.0,Middle pharyngeal constrictor, x,, x
2282,2185.0,Chondropharyngeal part of middle pharyngeal constrictor,,,
2283,2186.0,Ceratopharyngeal part of middle pharyngeal constrictor,,,
2284,2187.0,Inferior pharyngeal constrictor, x,, x
2285,2188.0,Thyropharyngeal part of inferior pharyngeal constrictor,,,
2286,2189.0,Cricopharyngeal part of inferior pharyngeal constrictor,,,
2287,2190.0,Stylopharyngeus muscle, x,, x
2288,2191.0,Salpingopharyngeus muscle,,,
2289,2192.0,Laryngeal muscles, x, x, x
2290,2193.0,Cricothyroid muscle,,, x
2291,2194.0,Straight part of cricothyroid muscle, x,, x
2292,2195.0,Oblique part of cricothyroid muscle, x,, x
2293,2196.0,Posterior crico-arytenoid muscle, x,, x
2294,2197.0,(Ceratocricoid muscle),,, x
2295,2198.0,Lateral crico-arytenoid muscle, x,, x
2296,2199.0,Thyro-arytenoid muscle,,, x
2297,2200.0,External part of thyro-arytenoid muscle, x,, x
2298,2201.0,Thyro-epiglottic part of thyro-arytenoid muscle, x,, x
2299,2202.0,Vocalis muscle,,, x
2300,2203.0,Oblique arytenoid muscle,,,
2301,2204.0,Ary-epiglottic part of oblique arytenoid muscle, x,, x
2302,2205.0,Transverse arytenoid muscle, x,, x
2303,2206.0,Cervical fasciae, x, x, x
2304,2207.0,Superficial investing cervical fascia, x,, x
2305,2208.0,Suprasternal space,,,
2306,2209.0,Fascia of infrahyoid muscles,,,
2307,2210.0,Visceral cervical fascia,,,
2308,2211.0,Buccopharyngeal fascia,,,
2309,2212.0,Pretracheal fascia,,,
2310,2213.0,Suspensory ligament of thyroid gland,,,
2311,2214.0,Carotid sheath,,,
2312,2215.0,Deep investing cervical fascia,,,
2313,2216.0,Prevertebral fascia,,,
2314,2217.0,Alar fascia,,,
2315,2218.0,Scalene fascia,,,
2316,2219.0,Nuchal fascia,,,
2317,2220.0,Cervical bursae, x, x, x
2318,2221.0,Subcutaneous bursa of laryngeal prominence,,,
2319,2222.0,Infrahyoid bursa,,,
2320,2223.0,Retrohyoid bursa,,,
2321,2224.0,Dorsal part of muscular system, x, x, x
2322,2225.0,Hypaxial muscles of back, x, x, x
2323,2226.0,Trapezius muscle, x, x, x
2324,2227.0,Descending part of trapezius muscle, x,, x
2325,2228.0,Transverse part of trapezius muscle, x,, x
2326,2229.0,Ascending part of trapezius muscle, x,, x
2327,2230.0,(Transversus nuchae muscle),,,
2328,2231.0,Latissimus dorsi muscle, x,, x
2329,2232.0,Rhomboid major muscle, x,, x
2330,2233.0,Rhomboid minor muscle, x,, x
2331,2234.0,Levator scapulae, x,, x
2332,2235.0,Serratus posterior inferior muscle, x,, x
2333,2236.0,Serratus posterior superior muscle, x,, x
2334,2237.0,Anterior intertransversarii colli muscles,,,
2335,2238.0,Lateral posterior intertransversarii colli muscles,,,
2336,2239.0,Lateral intertransversarii lumborum muscles,,,
2337,2240.0,Dorsal parts of lateral intertransversarii lumborum muscles, x,, x
2338,2241.0,Ventral parts of lateral intertransversarii lumborum muscles, x,,
2339,2242.0,Thoracolumbar fascia, x, x, x
2340,2243.0,Posterior layer of thoracolumbar fascia, x,, x
2341,2244.0,Thoracolumbar aponeurosis,,,
2342,2245.0,Middle layer of thoracolumbar fascia, x,, x
2343,2246.0,Anterior layer of thoracolumbar fascia, x,, x
2344,2247.0,Epaxial muscles, x, x, x
2345,2248.0,Suboccipital muscles, x, x, x
2346,2249.0,Rectus posterior major capitis muscle, x,, x
2347,2250.0,Rectus posterior minor capitis muscle, x,, x
2348,2251.0,Obliquus superior capitis muscle, x,, x
2349,2252.0,Obliquus inferior capitis muscle, x,, x
2350,2253.0,Suboccipital triangle,,,
2351,2254.0,Erector spinae, x, x, x
2352,2255.0,Erector spinae aponeurosis,,,
2353,2256.0,Intermuscular septum of erector,,,
2354,2257.0,Iliocostalis muscles, x, x, x
2355,2258.0,Iliocostalis lumborum muscle, x,, x
2356,2260.0,Iliocostalis thoracis muscle, x,, x
2357,2261.0,Iliocostalis colli muscle, x,, x
2358,2262.0,Longissimus muscles, x, x, x
2359,2263.0,Longissimus thoracis muscle, x,, x
2360,2264.0,Lumbar part of longissimus thoracis muscle,,,
2361,2265.0,Longissimus colli muscle, x,, x
2362,2266.0,Longissimus capitis muscle, x,, x
2363,2267.0,Spinalis muscles, x, x, x
2364,2268.0,Spinalis thoracis muscle, x,, x
2365,2269.0,Spinalis colli muscle, x,, x
2366,2270.0,Spinalis capitis muscle, x,, x
2367,2271.0,Spinotransversales muscles, x, x, x
2368,2272.0,Splenius muscles, x, x, x
2369,2273.0,Splenius capitis muscle, x,, x
2370,2274.0,Splenius colli muscle, x,, x
2371,2275.0,Transversospinal muscles, x, x, x
2372,2276.0,Multifidus muscles, x, x, x
2373,2277.0,Multifidus lumborum muscle, x,, x
2374,2278.0,Multifidus thoracis muscle, x,, x
2375,2279.0,Multifidus colli muscle, x,, x
2376,2280.0,Semispinalis muscles, x, x, x
2377,2281.0,Semispinalis thoracis muscle, x,, x
2378,2282.0,Semispinalis colli muscle, x,, x
2379,2283.0,Semispinalis capitis muscle,,, x
2380,2284.0,Rotatores, x, x, x
2381,2285.0,(Rotatores lumborum),,,
2382,2286.0,Rotatores thoracis,,,
2383,2287.0,Long rotatores,,,
2384,2288.0,Short rotatores,,,
2385,2289.0,(Rotatores colli),,,
2386,2290.0,Interspinales muscles, x, x, x
2387,2291.0,Interspinales lumborum muscles, x,, x
2388,2292.0,Interspinales thoracis muscles, x,, x
2389,2293.0,Interspinales colli muscles, x,, x
2390,2294.0,Intertransversarii muscles, x, x, x
2391,2295.0,Medial intertransversarii lumborum muscles,,,
2392,2296.0,Thoracic intertransversarii muscles,,,
2393,2297.0,Medial posterior intertransversarii colli muscles,,,
2394,2298.0,Thoracic part of muscular system, x, x, x
2395,2299.0,Muscles of thorax, x, x, x
2396,2300.0,(Sternalis muscle),,,
2397,2301.0,Pectoralis major muscle, x, x, x
2398,2302.0,Clavicular head of pectoralis major muscle, x,, x
2399,2303.0,Sternocostal head of pectoralis major muscle, x,, x
2400,2304.0,(Abdominal part of pectoralis major muscle), x,, x
2401,2305.0,Pectoralis minor muscle, x,, x
2402,2306.0,Subclavius muscle, x,, x
2403,2307.0,Serratus anterior muscle, x,, x
2404,2308.0,Levatores costarum, x, x, x
2405,2309.0,Levatores longi costarum, x,, x
2406,2310.0,Levatores breves costarum, x,, x
2407,2311.0,External intercostal muscles, x,, x
2408,2312.0,Internal intercostal muscles, x,, x
2409,2313.0,Innermost intercostal muscles, x,, x
2410,2314.0,Subcostal muscles,,,
2411,2315.0,Transversus thoracis muscle, x,, x
2412,2316.0,Fasciae of thorax, x, x, x
2413,2317.0,Pectoral fascia, x,, x
2414,2318.0,Clavipectoral fascia, x,, x
2415,2319.0,Costocoracoid ligament,,,
2416,2320.0,Costocoracoid membrane,,,
2417,2321.0,Suspensory ligament of axilla,,,
2418,2322.0,Thoracic fascia,,,
2419,2323.0,Endothoracic fascia,,,
2420,2324.0,Suprapleural membrane,,,
2421,2325.0,Phrenicopleural fascia,,,
2422,2326.0,Superior phrenico-oesophageal ligament,,,
2423,2327.0,Diaphragm, x,, x
2424,2328.0,Right hemidiaphragm,,,
2425,2329.0,Left hemidiaphragm,,,
2426,2330.0,Muscle of right hemidiaphragm,,,
2427,2331.0,Right lumbar part of diaphragm,,,
2428,2332.0,Right crus of diaphragm,,,
2429,2333.0,Right hiatus for thoracic splanchnic nerves,,,
2430,2334.0,Right medial arcuate ligament,,,
2431,2335.0,Right lateral arcuate ligament,,,
2432,2336.0,Right costal part of diaphragm,,,
2433,2337.0,Right sternal part of diaphragm,,,
2434,2338.0,Right sternocostal triangle,,,
2435,2339.0,Right lumbocostal triangle,,,
2436,2340.0,Central tendon,,,
2437,2341.0,Caval foramen,,,
2438,2342.0,Aortic hiatus,,,
2439,2343.0,Median arcuate ligament,,,
2440,2344.0,Oesophageal hiatus,,,
2441,2345.0,Muscle of left hemidiaphragm,,,
2442,2346.0,Left lumbar part of diaphragm,,,
2443,2347.0,Left crus of diaphragm,,,
2444,2348.0,Left hiatus for thoracic splanchnic nerves,,,
2445,2349.0,Left medial arcuate ligament,,,
2446,2350.0,Left lateral arcuate ligament,,,
2447,2351.0,Left costal part of diaphragm,,,
2448,2352.0,Left sternal part of diaphragm,,,
2449,2353.0,Left sternocostal triangle,,,
2450,2354.0,Left lumbocostal triangle,,,
2451,2355.0,Abdominal part of muscular system, x, x, x
2452,2356.0,Muscles of abdomen, x, x, x
2453,2357.0,Rectus abdominis muscle, x,, x
2454,2358.0,Tendinous intersections,,,
2455,2359.0,Rectus sheath,,,
2456,2360.0,Anterior layer of rectus sheath,,,
2457,2361.0,Posterior layer of rectus sheath,,,
2458,2362.0,Arcuate line of rectus sheath,,,
2459,2363.0,Pyramidalis muscle, x,, x
2460,2364.0,External abdominal oblique muscle, x,, x
2461,2365.0,Inguinal ligament, x,, x
2462,2366.0,Lacunar ligament,,,
2463,2367.0,Pectineal ligament,,,
2464,2368.0,Reflected inguinal ligament,,,
2465,2369.0,Superficial inguinal ring,,,
2466,2370.0,Medial crus of superficial inguinal ring,,,
2467,2371.0,Lateral crus of superficial inguinal ring,,,
2468,2372.0,Intercrural fibres,,,
2469,2373.0,Internal abdominal oblique muscle, x,, x
2470,2374.0,Cremaster,,,
2471,2375.0,Transversus abdominis muscle, x,, x
2472,2376.0,Inguinal falx,,,
2473,2377.0,Linea alba, x,, x
2474,2378.0,Umbilical ring,,,
2475,2379.0,Posterior attachment of linea alba,,,
2476,2380.0,Semilunar line,,,
2477,2381.0,Inguinal canal,,,
2478,2382.0,Quadratus lumborum muscle, x,, x
2479,2383.0,Fasciae of abdomen, x, x, x
2480,2384.0,Investing abdominal fascia, x,, x
2481,2385.0,Endo-abdominal fascia, x, x, x
2482,2386.0,Iliopsoas fascia, x,, x
2483,2387.0,Psoas fascia,,,
2484,2388.0,Iliac fascia,,,
2485,2389.0,Transversalis fascia, x,, x
2486,2390.0,Deep inguinal ring,,,
2487,2391.0,Interfoveolar ligament,,,
2488,2392.0,Iliopubic tract,,,
2489,2393.0,Umbilical fascia,,,
2490,2394.0,Diaphragmatic fascia, x,, x
2491,2395.0,Inferior phrenico-oesophageal ligament,,,
2492,2396.0,Pelvic part of muscular system, x, x, x
2493,2397.0,Muscles of pelvis, x, x, x
2494,2398.0,Perineal body,,,
2495,2399.0,Postanal septum,,,
2496,2400.0,Raphe of pelvic diaphragm,,,
2497,2401.0,Anococcygeal ligament,,,
2498,2402.0,Pelvic diaphragm, x, x, x
2499,2403.0,Levator ani, x, x, x
2500,2404.0,Iliococcygeus muscle, x,, x
2501,2405.0,Pubococcygeus muscle, x,, x
2502,2406.0,Pubo-analis muscle, x,, x
2503,2407.0,Puboperinealis muscle,,,
2504,2408.0,Puboprostaticus muscle,,,
2505,2409.0,Pubovaginalis muscle,,,
2506,2410.0,Urogenital hiatus,,, x
2507,2411.0,Anorectal hiatus,,,
2508,2412.0,Coccygeus muscle, x,, x
2509,2413.0,Perineal muscles, x, x, x
2510,2414.0,Muscles of urogenital triangle,,,
2511,2415.0,Superficial perineal space,,,
2512,2416.0,Superficial transverse perineal muscle,,,
2513,2417.0,Ischiocavernosus muscle,,,
2514,2418.0,Bulbospongiosus muscle,,,
2515,2419.0,Deep perineal space,,,
2516,2420.0,Deep transverse perineal muscle,,,
2517,2421.0,Male external urethral sphincter (part of muscular system),,,
2518,2422.0,Female external urethral sphincter (muscular system),,,
2519,2423.0,Compressor urethrae,,,
2520,2424.0,Sphincter urethrovaginalis,,,
2521,2425.0,Muscle of anal triangle,,,
2522,2426.0,External anal sphincter, x,, x
